# TS,BOND,ANGLE,DIHED,IMPRP,ELECT,VDW,BOUNDARY,MISC,KINETIC,TOTAL,TEMP,POTENTIAL,TOTALAVG,TEMPAVG,PRESSURE,GPRESSURE,VOLUME,PRESSAVG,GPRESSAVG
1.010000000000000000e+03,1.778101959999999963e+04,4.207548990000000049e+04,5.601690329999999813e+04,9.035340999999999667e+02,-3.266961843299999833e+06,2.318135371999999916e+05,3.483971590000000288e+04,0.000000000000000000e+00,5.064072012000000104e+05,-2.377124442100000102e+06,2.978238999999999805e+02,-2.883531643300000113e+06,-2.377467388900000136e+06,2.977278999999999769e+02,-2.911621000000000095e+02,-2.397041000000000111e+02,8.031521537200000137e+06,-4.908100000000000307e+01,5.105299999999999727e+00
1.020000000000000000e+03,1.791150509999999849e+04,4.224683909999999742e+04,5.604379890000000159e+04,9.103546000000000049e+02,-3.266726526999999769e+06,2.318771716000000015e+05,3.486130619999999908e+04,0.000000000000000000e+00,5.056823775000000023e+05,-2.377193174099999946e+06,2.973976000000000113e+02,-2.882875551599999890e+06,-2.377461390399999917e+06,2.977196999999999889e+02,-1.656851000000000056e+02,-1.101124999999999972e+02,8.031665855200000107e+06,-7.710490000000000066e+01,-2.285429999999999851e+01
1.030000000000000000e+03,1.772292120000000068e+04,4.217598730000000069e+04,5.598959799999999814e+04,9.085578000000000429e+02,-3.266033638600000180e+06,2.309334389000000083e+05,3.478258209999999963e+04,0.000000000000000000e+00,5.060762126000000280e+05,-2.377444340600000229e+06,2.976292000000000257e+02,-2.883520553199999966e+06,-2.377460199500000104e+06,2.977182000000000244e+02,2.394020000000000081e+01,8.062749999999999773e+01,8.031778856399999931e+06,-4.060430000000000206e+01,1.375689999999999991e+01
1.040000000000000000e+03,1.761983160000000134e+04,4.214117599999999948e+04,5.591898339999999735e+04,9.414380999999999631e+02,-3.267137183100000024e+06,2.322054967999999935e+05,3.465949799999999959e+04,0.000000000000000000e+00,5.062272351999999955e+05,-2.377423524100000039e+06,2.977180999999999926e+02,-2.883650759300000034e+06,-2.377439694600000046e+06,2.977250000000000227e+02,2.035823000000000036e+02,2.586197999999999979e+02,8.031905692400000058e+06,-6.111639999999999873e+01,-6.696500000000000341e+00
1.050000000000000000e+03,1.781833720000000176e+04,4.207525420000000304e+04,5.590949710000000050e+04,8.876118000000000166e+02,-3.266665168699999806e+06,2.315642274000000034e+05,3.462380900000000111e+04,0.000000000000000000e+00,5.061102494999999763e+05,-2.377676182299999986e+06,2.976492999999999824e+02,-2.883786431799999904e+06,-2.377415157699999865e+06,2.977246000000000095e+02,-8.408369999999999891e+02,-7.872838000000000420e+02,8.032029480299999937e+06,-7.611910000000000309e+01,-2.175090000000000146e+01
1.060000000000000000e+03,1.764966019999999844e+04,4.213561389999999665e+04,5.594514029999999912e+04,9.537507000000000517e+02,-3.266339100200000219e+06,2.313850431999999855e+05,3.477731049999999959e+04,0.000000000000000000e+00,5.059768990999999805e+05,-2.377515682099999860e+06,2.975708000000000197e+02,-2.883492581300000194e+06,-2.377400831600000151e+06,2.977235000000000014e+02,9.663626000000000431e+02,1.021779999999999973e+03,8.032075726900000125e+06,-6.507800000000000296e+01,-1.063610000000000078e+01
1.070000000000000000e+03,1.779691289999999935e+04,4.203523189999999886e+04,5.586907519999999931e+04,8.833075000000000045e+02,-3.267007593900000211e+06,2.324584647999999870e+05,3.444100809999999910e+04,0.000000000000000000e+00,5.064672346000000252e+05,-2.377056359000000171e+06,2.978591999999999871e+02,-2.883523593499999959e+06,-2.377364656700000167e+06,2.977162999999999897e+02,-1.349152000000000044e+03,-1.295407500000000027e+03,8.032227863800000399e+06,-9.645789999999999509e+01,-4.221309999999999718e+01
1.080000000000000000e+03,1.763279630000000179e+04,4.218025469999999768e+04,5.595236809999999969e+04,8.846814000000000533e+02,-3.268084580200000200e+06,2.329728558999999950e+05,3.452333640000000014e+04,0.000000000000000000e+00,5.068805051000000094e+05,-2.377057782199999783e+06,2.981023000000000138e+02,-2.883938287399999797e+06,-2.377290382199999876e+06,2.977423000000000002e+02,6.033975000000000364e+02,6.582371000000000549e+02,8.032182076000000350e+06,-8.856189999999999429e+01,-3.430680000000000263e+01
1.090000000000000000e+03,1.775848319999999876e+04,4.196118400000000111e+04,5.586605019999999786e+04,9.144652999999999565e+02,-3.267574499600000214e+06,2.324404604999999865e+05,3.459308170000000246e+04,0.000000000000000000e+00,5.066256062999999849e+05,-2.377415168500000145e+06,2.979522999999999797e+02,-2.884040774799999781e+06,-2.377254355200000107e+06,2.977568999999999733e+02,-5.517238999999999578e+02,-4.969642000000000053e+02,8.032197575199999847e+06,-1.006205000000000069e+02,-4.632500000000000284e+01
1.100000000000000000e+03,1.783818809999999939e+04,4.216729989999999816e+04,5.575927550000000338e+04,9.171358000000000175e+02,-3.267184810800000094e+06,2.322568605000000098e+05,3.495027739999999903e+04,0.000000000000000000e+00,5.064343246999999974e+05,-2.376861448900000192e+06,2.978398000000000252e+02,-2.883295773599999957e+06,-2.377225143099999987e+06,2.977441000000000031e+02,-2.280321000000000140e+02,-1.739887999999999977e+02,8.032117458999999799e+06,-1.158311000000000064e+02,-6.160190000000000055e+01
1.110000000000000000e+03,1.790519399999999951e+04,4.216128429999999935e+04,5.588558540000000357e+04,8.966326000000000249e+02,-3.266330938999999780e+06,2.315337010000000009e+05,3.458241030000000319e+04,0.000000000000000000e+00,5.064776655000000028e+05,-2.376888466000000015e+06,2.978652999999999906e+02,-2.883366131500000134e+06,-2.377209291000000201e+06,2.977368999999999915e+02,5.087380999999999744e+02,5.631588000000000420e+02,8.032010595900000073e+06,-1.020020999999999987e+02,-4.781020000000000181e+01
1.120000000000000000e+03,1.757661330000000089e+04,4.212623210000000108e+04,5.594510599999999977e+04,9.034411000000000058e+02,-3.266925095199999865e+06,2.318607966000000015e+05,3.472488749999999709e+04,0.000000000000000000e+00,5.067722191999999923e+05,-2.377015799399999902e+06,2.980385999999999740e+02,-2.883788018600000069e+06,-2.377186939199999906e+06,2.977454999999999927e+02,-5.192921000000000049e+02,-4.658140000000000214e+02,8.031996212100000121e+06,-9.884220000000000539e+01,-4.467840000000000344e+01
1.130000000000000000e+03,1.795549030000000130e+04,4.204825359999999637e+04,5.595138410000000295e+04,8.978121999999999616e+02,-3.267639498300000094e+06,2.320597857000000076e+05,3.477620019999999931e+04,0.000000000000000000e+00,5.070557548999999999e+05,-2.376894817300000228e+06,2.982053000000000225e+02,-2.883950572300000116e+06,-2.377176861299999990e+06,2.977636999999999716e+02,5.370756000000000085e+02,5.925023999999999660e+02,8.031934775600000285e+06,-1.095482999999999976e+02,-5.526449999999999818e+01
1.140000000000000000e+03,1.783262269999999990e+04,4.201358430000000226e+04,5.604352519999999640e+04,9.070984999999999445e+02,-3.266849283400000073e+06,2.315254427000000142e+05,3.476249089999999705e+04,0.000000000000000000e+00,5.065730430000000051e+05,-2.377191475999999791e+06,2.979214000000000055e+02,-2.883764518999999855e+06,-2.377168388600000180e+06,2.977651999999999930e+02,-6.343985000000000127e+02,-5.777917999999999665e+02,8.031952135400000028e+06,-9.565579999999999927e+01,-4.125999999999999801e+01
1.150000000000000000e+03,1.773677470000000176e+04,4.212653710000000137e+04,5.600869230000000243e+04,9.216242999999999483e+02,-3.267776646600000095e+06,2.327965585000000137e+05,3.471158279999999650e+04,0.000000000000000000e+00,5.061516210999999894e+05,-2.377323255900000222e+06,2.976736000000000217e+02,-2.883474876999999862e+06,-2.377164473999999929e+06,2.977724999999999795e+02,1.767759000000000071e+02,2.308576999999999941e+02,8.031873617300000042e+06,-1.055973999999999933e+02,-5.120770000000000266e+01
1.160000000000000000e+03,1.779190490000000136e+04,4.193238229999999749e+04,5.604396689999999944e+04,9.141390999999999849e+02,-3.268270200399999972e+06,2.329261491000000096e+05,3.485729030000000057e+04,0.000000000000000000e+00,5.065021134999999776e+05,-2.377302254399999976e+06,2.978797000000000139e+02,-2.883804367899999954e+06,-2.377147420500000007e+06,2.977941999999999894e+02,1.088813999999999993e+02,1.646870000000000118e+02,8.031825138100000098e+06,-1.013687000000000040e+02,-4.696549999999999869e+01
1.170000000000000000e+03,1.800956120000000010e+04,4.217616090000000258e+04,5.587726490000000194e+04,8.970906999999999698e+02,-3.267277521100000013e+06,2.324083514999999898e+05,3.501568029999999999e+04,0.000000000000000000e+00,5.060876667000000016e+05,-2.376805745000000112e+06,2.976360000000000241e+02,-2.882893411700000055e+06,-2.377129768099999987e+06,2.977787000000000148e+02,-2.994209999999999923e+02,-2.450726999999999975e+02,8.031808803799999878e+06,-8.628650000000000375e+01,-3.170410000000000039e+01
1.180000000000000000e+03,1.784093560000000070e+04,4.213392119999999704e+04,5.589536420000000362e+04,8.961930999999999585e+02,-3.265748412399999797e+06,2.310218685000000114e+05,3.476236439999999857e+04,0.000000000000000000e+00,5.060935163000000175e+05,-2.377104249100000132e+06,2.976394000000000233e+02,-2.883197765399999917e+06,-2.377148654800000135e+06,2.977857999999999947e+02,1.981510000000000105e+02,2.520692999999999984e+02,8.031796697200000286e+06,-9.434560000000000457e+01,-3.979449999999999932e+01
1.190000000000000000e+03,1.781240559999999823e+04,4.193155189999999857e+04,5.589922209999999905e+04,9.145922000000000480e+02,-3.267428493600000162e+06,2.320392932999999903e+05,3.488296530000000348e+04,0.000000000000000000e+00,5.063563837000000058e+05,-2.377592079599999823e+06,2.977939999999999827e+02,-2.883948463299999945e+06,-2.377190694999999832e+06,2.978020000000000209e+02,-5.464208999999999605e+02,-4.944458000000000197e+02,8.031795907999999821e+06,-8.734390000000000498e+01,-3.295089999999999719e+01
1.200000000000000000e+03,1.777897330000000147e+04,4.212379320000000007e+04,5.593165310000000318e+04,9.255955999999999904e+02,-3.267184166100000031e+06,2.323220812999999907e+05,3.495782540000000154e+04,0.000000000000000000e+00,5.058593853000000236e+05,-2.377284858800000045e+06,2.975017000000000280e+02,-2.883144243999999948e+06,-2.377208555300000124e+06,2.977848999999999933e+02,3.902185999999999808e+02,4.445769000000000233e+02,8.031777499900000170e+06,-8.545010000000000616e+01,-3.097340000000000160e+01
1.210000000000000000e+03,1.784947810000000027e+04,4.176804890000000159e+04,5.594019729999999981e+04,9.297250999999999976e+02,-3.266506501300000120e+06,2.313162680000000109e+05,3.474996070000000327e+04,0.000000000000000000e+00,5.069556039999999921e+05,-2.376997219099999871e+06,2.981464000000000283e+02,-2.883952823100000154e+06,-2.377202194099999964e+06,2.978009999999999877e+02,-9.990112000000000307e+02,-9.430961999999999534e+02,8.031795237499999814e+06,-1.208425000000000011e+02,-6.614300000000000068e+01
1.220000000000000000e+03,1.776279149999999936e+04,4.203550390000000334e+04,5.591523300000000017e+04,8.871376999999999953e+02,-3.267085755599999800e+06,2.323308565999999992e+05,3.491893080000000191e+04,0.000000000000000000e+00,5.066111792000000132e+05,-2.376624122899999842e+06,2.979438999999999851e+02,-2.883235302199999802e+06,-2.377173741599999834e+06,2.978283000000000129e+02,7.324243000000000166e+02,7.859633999999999787e+02,8.031707814199999906e+06,-7.593710000000000093e+01,-2.133920000000000172e+01
1.230000000000000000e+03,1.774046889999999985e+04,4.215256220000000030e+04,5.589976559999999881e+04,9.361522999999999683e+02,-3.268141372400000226e+06,2.328374990000000107e+05,3.501394269999999960e+04,0.000000000000000000e+00,5.067368927999999723e+05,-2.376824089000000153e+06,2.980178000000000225e+02,-2.883560981800000183e+06,-2.377142728999999817e+06,2.978476999999999748e+02,-6.927804999999999609e+02,-6.380802999999999656e+02,8.031720687099999748e+06,-1.117730999999999995e+02,-5.727459999999999951e+01
1.240000000000000000e+03,1.783657379999999830e+04,4.192127120000000286e+04,5.589811929999999847e+04,8.951921999999999571e+02,-3.267491338099999819e+06,2.329611351000000141e+05,3.466628979999999865e+04,0.000000000000000000e+00,5.062128594000000157e+05,-2.377099897400000133e+06,2.977096000000000231e+02,-2.883312756800000090e+06,-2.377126547600000165e+06,2.978473000000000184e+02,4.100613999999999919e+02,4.641673000000000116e+02,8.031629004499999806e+06,-1.014491000000000014e+02,-4.699730000000000274e+01
1.250000000000000000e+03,1.800303659999999945e+04,4.194109569999999803e+04,5.597616219999999885e+04,9.027165999999999713e+02,-3.266697292200000025e+06,2.322317734000000055e+05,3.455023790000000008e+04,0.000000000000000000e+00,5.059174640999999829e+05,-2.377174805900000036e+06,2.975359000000000265e+02,-2.883092270000000019e+06,-2.377101478800000157e+06,2.978417000000000030e+02,-2.717223999999999933e+02,-2.177392000000000110e+02,8.031597846699999645e+06,-7.299339999999999407e+01,-1.851999999999999957e+01
1.260000000000000000e+03,1.773223470000000088e+04,4.183770859999999811e+04,5.575830580000000191e+04,8.849316999999999780e+02,-3.266563234300000127e+06,2.325032197999999917e+05,3.472130150000000140e+04,0.000000000000000000e+00,5.054812750000000233e+05,-2.377644257400000002e+06,2.972792999999999779e+02,-2.883125532399999909e+06,-2.377107907600000035e+06,2.978270999999999731e+02,2.587744999999999891e+02,3.137703999999999951e+02,8.031556590499999933e+06,-1.083727999999999980e+02,-5.392049999999999699e+01
1.270000000000000000e+03,1.789558940000000075e+04,4.194636400000000140e+04,5.590536660000000120e+04,9.010194000000000187e+02,-3.266144658100000117e+06,2.311528908999999985e+05,3.472339560000000347e+04,0.000000000000000000e+00,5.059052579999999725e+05,-2.377714774199999869e+06,2.975287000000000148e+02,-2.883620032199999783e+06,-2.377140828300000168e+06,2.978106000000000222e+02,2.263060000000000116e+01,7.649939999999999429e+01,8.031553491899999790e+06,-3.978370000000000317e+01,1.467479999999999940e+01
1.280000000000000000e+03,1.794070339999999851e+04,4.208792199999999866e+04,5.591197359999999753e+04,8.999130000000000109e+02,-3.266496894900000188e+06,2.315575648999999976e+05,3.468067450000000099e+04,0.000000000000000000e+00,5.056390874000000185e+05,-2.377779055999999866e+06,2.973722000000000207e+02,-2.883418143499999773e+06,-2.377176891999999993e+06,2.977740000000000009e+02,-5.303568000000000211e+02,-4.766637999999999806e+02,8.031534849200000055e+06,-9.647140000000000271e+01,-4.207019999999999982e+01
1.290000000000000000e+03,1.782928719999999885e+04,4.196463760000000184e+04,5.595136099999999715e+04,9.174543999999999642e+02,-3.267716085599999875e+06,2.333495750000000116e+05,3.471705580000000191e+04,0.000000000000000000e+00,5.056300452999999980e+05,-2.377356669400000013e+06,2.973668000000000120e+02,-2.882986714699999895e+06,-2.377173967100000009e+06,2.977447999999999979e+02,2.847441000000000031e+02,3.400294000000000096e+02,8.031454975599999540e+06,-5.464800000000000324e+01,-2.205000000000000016e-01
1.300000000000000000e+03,1.792629650000000038e+04,4.201261849999999686e+04,5.595453600000000006e+04,8.883215999999999894e+02,-3.268992821899999864e+06,2.337552166000000143e+05,3.496537490000000253e+04,0.000000000000000000e+00,5.064871959999999963e+05,-2.377003261799999978e+06,2.978709000000000060e+02,-2.883490457700000145e+06,-2.377181057699999772e+06,2.977463000000000193e+02,-2.214022999999999968e+02,-1.658238000000000056e+02,8.031431092199999839e+06,-5.431649999999999778e+01,1.877000000000000057e-01
1.310000000000000000e+03,1.781234809999999925e+04,4.204633469999999943e+04,5.595656689999999799e+04,9.179656999999999698e+02,-3.268656667100000195e+06,2.333509066999999923e+05,3.484192680000000109e+04,0.000000000000000000e+00,5.065909728999999934e+05,-2.377139645200000145e+06,2.979320000000000164e+02,-2.883730618100000080e+06,-2.377193616700000130e+06,2.977497000000000185e+02,1.150163000000000011e+02,1.673045999999999935e+02,8.031375879599999636e+06,-7.400260000000000105e+01,-1.960500000000000043e+01
1.320000000000000000e+03,1.782827330000000075e+04,4.215352040000000125e+04,5.594362720000000263e+04,9.194939000000000533e+02,-3.268262586699999869e+06,2.328342394999999960e+05,3.484431949999999779e+04,0.000000000000000000e+00,5.062181307999999844e+05,-2.377520982299999800e+06,2.977126999999999839e+02,-2.883739113100000191e+06,-2.377218875800000038e+06,2.977334000000000174e+02,2.068828000000000031e+02,2.628639999999999759e+02,8.031348718399999663e+06,-3.769380000000000308e+01,1.682890000000000086e+01
1.330000000000000000e+03,1.787637180000000080e+04,4.189215269999999873e+04,5.595448380000000179e+04,8.929358999999999469e+02,-3.267170868799999822e+06,2.315949555999999866e+05,3.463412140000000363e+04,0.000000000000000000e+00,5.063913952999999747e+05,-2.377934452300000004e+06,2.978145999999999844e+02,-2.884325847599999979e+06,-2.377270857600000221e+06,2.977137999999999920e+02,-6.122798999999999978e+02,-5.579094000000000051e+02,8.031357809999999590e+06,-9.516160000000000707e+01,-4.069169999999999732e+01
1.340000000000000000e+03,1.782938499999999840e+04,4.209691909999999916e+04,5.588622860000000219e+04,9.284383000000000266e+02,-3.266107342499999795e+06,2.314907615999999980e+05,3.461104349999999977e+04,0.000000000000000000e+00,5.054327989999999991e+05,-2.377831767399999779e+06,2.972508000000000266e+02,-2.883264566399999894e+06,-2.377302872099999804e+06,2.976802999999999884e+02,6.456690999999999576e+02,6.996200000000000045e+02,8.031262725200000219e+06,-3.115820000000000078e+01,2.317889999999999873e+01
1.350000000000000000e+03,1.794083429999999862e+04,4.206416859999999724e+04,5.586888420000000042e+04,9.059029000000000451e+02,-3.266181496600000188e+06,2.313118040000000037e+05,3.471627249999999913e+04,0.000000000000000000e+00,5.054499407999999821e+05,-2.377923689400000032e+06,2.972608999999999924e+02,-2.883373630200000014e+06,-2.377332893800000194e+06,2.976596999999999866e+02,-5.632668999999999642e+02,-5.060627999999999815e+02,8.031251670199999586e+06,-6.816039999999999566e+01,-1.366709999999999958e+01
1.360000000000000000e+03,1.777483910000000105e+04,4.196295059999999648e+04,5.586137339999999676e+04,8.756026000000000522e+02,-3.265790975000000093e+06,2.311322256000000052e+05,3.485481530000000203e+04,0.000000000000000000e+00,5.052311208999999799e+05,-2.378098047400000039e+06,2.971322000000000116e+02,-2.883329168300000019e+06,-2.377372683499999810e+06,2.976222999999999956e+02,4.226121999999999730e+02,4.764431000000000154e+02,8.031183350399999879e+06,-5.247379999999999711e+01,1.920700000000000074e+00
1.370000000000000000e+03,1.794325500000000102e+04,4.191735020000000077e+04,5.583089880000000267e+04,8.964728999999999814e+02,-3.266536681299999822e+06,2.318464827999999980e+05,3.477576129999999830e+04,0.000000000000000000e+00,5.055369332000000286e+05,-2.377789527100000065e+06,2.973120999999999867e+02,-2.883326460299999919e+06,-2.377421872599999886e+06,2.976061000000000263e+02,-6.386630000000000251e+01,-1.153149999999999942e+01,8.031196311099999584e+06,-4.069610000000000127e+01,1.359779999999999944e+01
1.380000000000000000e+03,1.791552839999999924e+04,4.187403659999999945e+04,5.589823939999999857e+04,8.892455999999999676e+02,-3.266362593900000211e+06,2.311850736000000034e+05,3.472204679999999644e+04,0.000000000000000000e+00,5.063213862000000081e+05,-2.377557037299999967e+06,2.977733999999999810e+02,-2.883878423500000034e+06,-2.377444512000000104e+06,2.976127999999999929e+02,-2.384527999999999963e+02,-1.871954000000000065e+02,8.031201730000000447e+06,-6.252629999999999910e+01,-8.365500000000000824e+00
1.390000000000000000e+03,1.790878159999999843e+04,4.190520070000000123e+04,5.585471560000000318e+04,8.930460000000000491e+02,-3.266132836099999957e+06,2.320764951000000001e+05,3.462344580000000133e+04,0.000000000000000000e+00,5.053419474000000046e+05,-2.377529203999999911e+06,2.971974000000000160e+02,-2.882871151300000027e+06,-2.377441368199999910e+06,2.975830000000000268e+02,3.146218000000000075e+02,3.699089000000000169e+02,8.031180107400000095e+06,-1.947419999999999973e+01,3.485229999999999961e+01
1.400000000000000000e+03,1.797441800000000148e+04,4.189476879999999801e+04,5.587398659999999654e+04,8.966096000000000004e+02,-3.266936017500000075e+06,2.325081449000000139e+05,3.494297230000000127e+04,0.000000000000000000e+00,5.055941757000000216e+05,-2.377250941600000020e+06,2.973457000000000221e+02,-2.882845117300000042e+06,-2.377439672300000209e+06,2.975751999999999953e+02,-6.689646000000000186e+02,-6.135295999999999594e+02,8.031197892799999565e+06,-7.243330000000000268e+01,-1.805310000000000059e+01
1.410000000000000000e+03,1.785248839999999836e+04,4.209473230000000331e+04,5.588379720000000088e+04,9.234080999999999904e+02,-3.267286845999999903e+06,2.320943691000000108e+05,3.502502760000000126e+04,0.000000000000000000e+00,5.065492587000000058e+05,-2.376863764599999879e+06,2.979073999999999955e+02,-2.883413023300000001e+06,-2.377432999600000214e+06,2.975631999999999948e+02,6.463210000000000264e+02,6.991947000000000116e+02,8.031148287800000049e+06,9.833299999999999486e+00,6.406149999999999523e+01
1.420000000000000000e+03,1.789694389999999839e+04,4.205781480000000010e+04,5.594761639999999898e+04,9.058495000000000346e+02,-3.266421149199999869e+06,2.314508439000000071e+05,3.467846699999999691e+04,0.000000000000000000e+00,5.069874766999999993e+05,-2.376496137000000104e+06,2.981652000000000271e+02,-2.883483613700000104e+06,-2.377426600300000049e+06,2.975742999999999938e+02,-9.310339000000000169e+02,-8.776112000000000535e+02,8.031188440100000240e+06,-7.333960000000000434e+01,-1.911730000000000018e+01
1.430000000000000000e+03,1.797040810000000056e+04,4.195998339999999735e+04,5.589578929999999673e+04,9.172993999999999915e+02,-3.265234187200000044e+06,2.312669500000000116e+05,3.461234780000000319e+04,0.000000000000000000e+00,5.062787742999999900e+05,-2.376332634899999946e+06,2.977484000000000037e+02,-2.882611409099999815e+06,-2.377402027600000147e+06,2.975607999999999720e+02,7.286717999999999620e+02,7.797856000000000449e+02,8.031124244699999690e+06,-2.266999999999999904e+00,5.177600000000000335e+01
1.440000000000000000e+03,1.807792620000000170e+04,4.232180399999999645e+04,5.588238949999999750e+04,9.280923000000000229e+02,-3.266568455300000031e+06,2.310787503999999899e+05,3.500198909999999887e+04,0.000000000000000000e+00,5.067353655000000144e+05,-2.376542138199999928e+06,2.980169000000000210e+02,-2.883277503699999768e+06,-2.377374139700000174e+06,2.975761999999999716e+02,-5.478351000000000113e+02,-4.934307000000000016e+02,8.031156356300000101e+06,-5.016179999999999950e+01,3.896100000000000119e+00
1.450000000000000000e+03,1.785688959999999861e+04,4.221906930000000284e+04,5.592366720000000350e+04,9.302617999999999938e+02,-3.267538748800000176e+06,2.327617217999999993e+05,3.499461720000000059e+04,0.000000000000000000e+00,5.066444714999999851e+05,-2.376208050400000066e+06,2.979633999999999787e+02,-2.882852521900000051e+06,-2.377325801899999846e+06,2.975975999999999999e+02,9.412350000000000705e+01,1.478278999999999996e+02,8.031107585199999623e+06,-3.186949999999999861e+01,2.217449999999999832e+01
1.460000000000000000e+03,1.777489270000000033e+04,4.199085059999999794e+04,5.594262840000000142e+04,9.347699000000000069e+02,-3.267267694699999876e+06,2.321866918000000005e+05,3.469489310000000114e+04,0.000000000000000000e+00,5.076000081999999820e+05,-2.376142959900000133e+06,2.985253999999999905e+02,-2.883742968100000173e+06,-2.377250737000000197e+06,2.976598999999999933e+02,-2.700840000000000174e+01,2.794170000000000087e+01,8.031093801300000399e+06,-4.615870000000000317e+01,7.883099999999999774e+00
1.470000000000000000e+03,1.815169169999999940e+04,4.229370100000000093e+04,5.587436069999999745e+04,8.733958000000000084e+02,-3.265967731999999844e+06,2.311304243000000133e+05,3.475803510000000097e+04,0.000000000000000000e+00,5.063717342000000062e+05,-2.376514389299999923e+06,2.978029999999999973e+02,-2.882886123500000220e+06,-2.377190717800000217e+06,2.976736000000000217e+02,-4.163016999999999825e+02,-3.603140999999999963e+02,8.031065038800000213e+06,-6.810529999999999973e+01,-1.395759999999999934e+01
1.480000000000000000e+03,1.780414830000000075e+04,4.211361779999999999e+04,5.585863919999999780e+04,9.167803000000000111e+02,-3.266697183000000194e+06,2.323454911000000138e+05,3.489310080000000016e+04,0.000000000000000000e+00,5.063923339999999735e+05,-2.376373071500000078e+06,2.978152000000000044e+02,-2.882765405400000047e+06,-2.377120418500000145e+06,2.976956999999999880e+02,2.949651999999999816e+02,3.494760999999999740e+02,8.030999343000000343e+06,-2.683920000000000172e+01,2.734939999999999927e+01
1.490000000000000000e+03,1.789668980000000010e+04,4.220003059999999823e+04,5.586885650000000169e+04,9.129610000000000127e+02,-3.268264926599999890e+06,2.325713373000000138e+05,3.487511220000000321e+04,0.000000000000000000e+00,5.074728523000000278e+05,-2.376467086899999995e+06,2.984506000000000085e+02,-2.883939939199999906e+06,-2.377075939400000032e+06,2.977499000000000251e+02,-3.369766999999999939e+02,-2.827108000000000061e+02,8.031005512600000016e+06,-5.792519999999999669e+01,-3.787599999999999856e+00
1.500000000000000000e+03,1.783685469999999987e+04,4.204923619999999937e+04,5.583243660000000091e+04,8.926875000000000000e+02,-3.267422072999999858e+06,2.321326400999999896e+05,3.477554080000000249e+04,0.000000000000000000e+00,5.068240719999999856e+05,-2.377078605099999812e+06,2.980690999999999917e+02,-2.883902677099999972e+06,-2.377079706600000151e+06,2.977597999999999843e+02,2.542923000000000116e+02,3.095794000000000210e+02,8.030981027099999599e+06,-3.414050000000000296e+01,1.998250000000000171e+01
1.510000000000000000e+03,1.788037139999999999e+04,4.191609949999999662e+04,5.579515039999999863e+04,8.993152000000000044e+02,-3.266791820400000084e+06,2.319885936999999976e+05,3.480901000000000204e+04,0.000000000000000000e+00,5.062517534999999916e+05,-2.377251526599999983e+06,2.977325000000000159e+02,-2.883503280100000091e+06,-2.377085300700000022e+06,2.977497999999999934e+02,6.207600000000000051e+01,1.140510000000000019e+02,8.030984872899999842e+06,-3.678750000000000142e+01,1.731980000000000075e+01
1.520000000000000000e+03,1.778108339999999953e+04,4.202536869999999908e+04,5.586541509999999835e+04,8.947091000000000349e+02,-3.267452657899999991e+06,2.323062703000000038e+05,3.474410979999999836e+04,0.000000000000000000e+00,5.067286609000000171e+05,-2.377107040699999779e+06,2.980129000000000019e+02,-2.883835701599999797e+06,-2.377064603600000031e+06,2.977649000000000115e+02,-3.966678999999999746e+02,-3.437556000000000154e+02,8.031021243300000206e+06,-6.696510000000000673e+01,-1.301110000000000078e+01
1.530000000000000000e+03,1.791165179999999964e+04,4.208628409999999712e+04,5.571777829999999813e+04,8.793718000000000075e+02,-3.267175038300000131e+06,2.318679263999999966e+05,3.471294440000000031e+04,0.000000000000000000e+00,5.070215173000000068e+05,-2.376977564199999906e+06,2.981852000000000089e+02,-2.883999081499999855e+06,-2.377016759200000204e+06,2.977833999999999719e+02,1.946692999999999927e+02,2.488568999999999960e+02,8.030988259100000374e+06,-2.661759999999999948e+01,2.732720000000000127e+01
1.540000000000000000e+03,1.809122000000000116e+04,4.208559120000000257e+04,5.587946399999999994e+04,8.914346000000000458e+02,-3.267789157899999991e+06,2.328097164000000048e+05,3.477913210000000254e+04,0.000000000000000000e+00,5.064854750999999815e+05,-2.376767124499999918e+06,2.978698999999999728e+02,-2.883252599500000011e+06,-2.376963526999999769e+06,2.978143000000000029e+02,3.225262999999999920e+02,3.747649999999999864e+02,8.031006160400000401e+06,-4.277470000000000283e+01,1.108440000000000047e+01
1.550000000000000000e+03,1.813533640000000014e+04,4.191066990000000078e+04,5.591700480000000243e+04,9.046734999999999900e+02,-3.266803148399999831e+06,2.321810541000000085e+05,3.481671830000000045e+04,0.000000000000000000e+00,5.060266300000000047e+05,-2.376911061400000006e+06,2.976000999999999976e+02,-2.882937691399999894e+06,-2.376912895599999931e+06,2.978312999999999988e+02,-7.130116000000000440e+02,-6.553663000000000238e+02,8.031036830699999817e+06,-5.026200000000000045e+01,3.619299999999999962e+00
1.560000000000000000e+03,1.777446919999999955e+04,4.194651559999999881e+04,5.590429140000000189e+04,9.310841000000000349e+02,-3.266786913399999961e+06,2.325527428000000073e+05,3.482176789999999892e+04,0.000000000000000000e+00,5.065758361000000150e+05,-2.376280206300000194e+06,2.979230999999999767e+02,-2.882856042400000151e+06,-2.376822003599999938e+06,2.978707999999999743e+02,1.303824599999999919e+03,1.359539600000000064e+03,8.031017320399999619e+06,-6.201399999999999579e+00,4.777409999999999712e+01
