crossover_id,site_class,source_helix,destination_helix,bp,n_samples,n_valid,n_stable,valid_fraction,mean_azimuth_deg,mean_polar_deg,resultant_length,mean_vector_ih_ax_perp,mean_direction_ih_ax_perp
36967851-83cd-438c-81b0-08b6d4be0d01,reciprocal_upper,h_XY_1_3,h_XY_1_2,21,509,504,504,0.9901768172888016,10.410497100498448,114.77337865134848,0.866953614063042,"[0.7742117519372121, -0.363279795159471, 0.14224107187509352]","[0.893025577584032, -0.4190302563673891, 0.16406999125186209]"
7f20c83a-55f5-47e4-9001-207c5feb3f82,reciprocal_lower,h_XY_1_2,h_XY_1_1,27,509,227,207,0.44597249508840864,4.90008070358327,71.10182217005408,0.9509507652636376,"[0.8964021816010871, 0.30800090413966896, 0.07685004766072824]","[0.9426378466108835, 0.3238873298075322, 0.08081390800439879]"
b2a5f5c4-0ed3-4943-a5df-58da43d3c382,reciprocal_upper,h_XY_1_1,h_XY_1_0,21,509,500,500,0.9823182711198428,37.56578987026692,71.75618949336472,0.8835307931801684,"[0.6651303210224214, 0.2765992204865393, 0.5115869327694238]","[0.7528094393047249, 0.3130612114728361, 0.5790255831695746]"
e6c19bbf-60fd-43bb-8d95-798dee05ca30,reciprocal_lower,h_XY_1_6,h_XY_1_5,48,509,502,500,0.9862475442043221,-25.59429987474927,66.30859406896708,0.7724585266281071,"[0.6379488029937332, 0.31038189081638434, -0.3055758203336368]","[0.8258680317485416, 0.40181042750766965, -0.3955886430142979]"
0a6c02a8-1bc5-454c-89ef-818888fc7e77,reciprocal_upper,h_XY_1_5,h_XY_1_4,42,509,495,453,0.9724950884086444,31.785443096005455,122.98169487617797,0.8934761008473281,"[0.6370843048036554, -0.4863825364141377, 0.39478495365139993]","[0.7130401184760023, -0.5443710648252111, 0.4418528411414761]"
dde97cec-4e6b-42f4-bab4-30f9861d2ac3,reciprocal_lower,h_XY_1_4,h_XY_1_3,48,509,508,508,0.9980353634577603,-22.398369306624243,61.03773377721213,0.857798348141878,"[0.6938994084727148, 0.41537470437823537, -0.2859815937413536]","[0.8089306886353963, 0.48423350928338843, -0.3333902360162308]"
e05d797c-8862-4fc2-9971-8c86f0e331a7,reciprocal_upper,h_XY_1_3,h_XY_1_2,42,509,509,509,1.0,35.58516432999489,96.30767728769072,0.959126815052333,"[0.7752892872157018, -0.10537686042088154, 0.5547490295339321]","[0.8083282367341587, -0.10986749485794728, 0.578389656954449]"
370f4fd7-56f8-4ba1-8a54-7b3bde917049,reciprocal_lower,h_XY_1_2,h_XY_1_1,48,509,509,509,1.0,24.405085509453276,44.57843389602057,0.794071774083483,"[0.5075464272138052, 0.565609610763947, 0.23028759156769174]","[0.6391694602161309, 0.7122902856190465, 0.2900085345981344]"
a501b7c8-c2f9-4888-ba6d-41911dfd60ac,reciprocal_upper,h_XY_1_1,h_XY_1_0,42,509,509,509,1.0,58.70205945737468,106.2637980010456,0.9515881109811053,"[0.4745567429571944, -0.26650196205255394, 0.7805719280736316]","[0.4986997393945133, -0.28006020564694256, 0.820283396845771]"
1715fbf8-7548-4705-af35-478e443d38f3,reciprocal_lower,h_XY_1_6,h_XY_2_6,76,509,504,498,0.9901768172888016,-168.3491586332906,92.04296362435102,0.6664152705531602,"[-0.6522698801540556, -0.02375696249616528, -0.1344950668359676]","[-0.9787739101666095, -0.03564888673161066, -0.20181870491102272]"
045faba9-b7aa-447d-88ef-6e69b0f153e4,reciprocal_lower,h_XY_1_6,h_XY_1_5,90,509,509,509,1.0,-56.79606186768847,114.87812727769466,0.5867951611552392,"[0.29152223833765, -0.2468585733457306, -0.4454258529491974]","[0.496804093891508, -0.4206895177181311, -0.7590823551991732]"
5387bf0a-4226-463b-8b3d-bf154ec6af19,reciprocal_upper,h_XY_1_5,h_XY_1_4,84,509,509,509,1.0,14.000683300885433,110.43079753291904,0.7491191468192451,"[0.6811411353574338, -0.2614993678767741, 0.1698361871193159]","[0.9092560752846254, -0.34907580321114295, 0.22671451909945062]"
e2d4e8e4-e1c2-4247-b7c1-94c0f11628e8,reciprocal_lower,h_XY_1_4,h_XY_1_3,90,509,477,457,0.93713163064833,-51.84558956003274,114.50363420707319,0.7737957234354906,"[0.4349832801347035, -0.3209325188644217, -0.5536710990702386]","[0.562142264373689, -0.4147509596454587, -0.7155261812666205]"
8f0fb0f5-acc0-4096-8d63-1ac6dfcee229,reciprocal_upper,h_XY_1_3,h_XY_1_2,84,509,509,509,1.0,-4.918419055960275,119.63610648650898,0.8836063681855831,"[0.76518806346901, -0.43693425166684985, -0.06584755988639578]","[0.8659829659673731, -0.4944897042379406, -0.0745213731557963]"
aa0369b8-0d5a-4b95-82cb-2e46a3bfba3c,reciprocal_lower,h_XY_1_2,h_XY_1_1,90,509,493,487,0.9685658153241651,-8.3943262621269,46.692162466724234,0.8510697692349529,"[0.6126707973336922, 0.5837639881010993, -0.09040936011516436]","[0.7198831629097069, 0.6859178990999278, -0.10623025677017703]"
f6f8ce8e-ac60-4875-a9b1-f0ce46b9a301,reciprocal_upper,h_XY_1_1,h_XY_1_0,84,509,508,508,0.9980353634577603,42.25155458910369,138.53368649490224,0.9100237670394321,"[0.4460438337324455, -0.6819219165237022, 0.40517978075237426]","[0.49014525761624206, -0.7493451723158719, 0.4452408776866786]"
7eb2836f-e25e-483d-a7c4-4245329f0fff,reciprocal_lower,h_XY_1_6,h_XY_1_5,111,509,509,509,1.0,-10.488010896107165,114.04623926390562,0.9316264428009728,"[0.836563107937448, -0.37961333585926704, -0.1548667511179571]","[0.897959814689552, -0.4074737667577834, -0.16623267009504789]"
744acfaf-3a06-4db3-80b5-e7ad48016272,reciprocal_upper,h_XY_1_5,h_XY_1_4,105,509,491,486,0.9646365422396856,32.398922266496136,97.24072247320123,0.7767210967655259,"[0.6505852584221523, -0.09789663665300756, 0.41285679383589147]","[0.837604722121445, -0.12603833867867797, 0.5315380199599797]"
ef97c53c-561a-49c1-8140-6d047fa1a788,reciprocal_lower,h_XY_1_4,h_XY_1_3,111,509,429,71,0.8428290766208252,8.144643688530008,67.84451396588129,0.9222470219821106,"[0.8455365146845271, 0.3477990418395083, 0.12100991027818346]","[0.9168221686065021, 0.3771213498656923, 0.13121203689886327]"
a9589006-ca5b-4add-9e1b-73daf2b23555,reciprocal_upper,h_XY_1_3,h_XY_1_2,105,509,130,57,0.2554027504911591,55.0473399513082,69.72629845342473,0.9527348149016197,"[0.5120065541573741, 0.33012750002226343, 0.7325085322059847]","[0.5374072051835792, 0.3465051290860539, 0.7688482888930895]"
6fe20908-ccb8-464e-9784-00226014b623,reciprocal_lower,h_XY_1_2,h_XY_1_1,111,509,509,509,1.0,-49.386790660072585,50.95087994274568,0.8692540936404353,"[0.43943505832805074, 0.5476182677098423, -0.5124585268032416]","[0.5055311922520803, 0.6299864121621994, -0.5895382380738247]"
